type,author,text
comment,@dahriatiumi1589,Banyak SDH perubahan2 di ngr Konoha klw dulu waktu MUI kita ngk ragu tp udh diambil Alih mlh jadi aneh dan takut beli makanan sipit udh berkuasa ngelabui agama
comment,@AbdulHakim-uy6dc,sudah ber edar baru di uji ..harus di usut tuntas harus  siapa yg bermain  label halal.tutup aja produknya
comment,@AliHt-t8s,Pidanakan
comment,@AliHt-t8s,Jangan mencari untung saja di Nkri
comment,@AliHt-t8s,Tutup perusahaannya
comment,@UdinPrindavan,Apa saja namanya pak? Tolong di umumkan di medsos
comment,@PujiWarni-d6i,Kok bisa? 🙉
comment,@7Oktober2023-b,Qlo tidak disengaja apa itu namanya.hentikan operasi pabriknya dan penjara kan pelakunya.
comment,@najiadja5796,"PENIPUAN PUBLIK
Hrs di usut tuntas siapa dslanya & apa motifnya sehingga produk berlabel halal tapi ada unsur babinya.
Semoga Allah azab orang"" / pihak yg dgn sengaja melakukan penipuan ini."
comment,@HazlieMohammad,9 LOLOS? EMANG LAGI NGAPAIN? KERJA YG TELUS DAN BERTANGGUNGJAWAB PAK. JANGAN DIPANDANG ENTENG SOAL HALAL ATAU GAK.. ITU KESILAPAN YG GAK MASUK AKAL... 9 PRODUK... SERIUS LAH PAK.. ITU TANGGUNGJAWAB ANDA.
comment,@MunaWaroh-j9e,Hai Haikal engkau jangan senyum 2 harus 😊tanggung jawab d dunia dan akhirat cabut lesennya krang ajar d Indonesia mnyuritas mslim
comment,@MunaWaroh-j9e,"Hai wowo dan Haikal 
memalukan engkau harus tanggung jawab d dunia dan akhirat cabut aja lesennya krang ajar"
comment,@ringgokhan8618,Sijil tiada tarikh lupus..😂😂😢
comment,@dolli-h5u,indonesia darurat halal
comment,@noerrochman6537,Halal isinya haram
comment,@andipur5354,Kembalikan lagi kapada MUI
comment,@senjuu09,"MAKAN HARUS ADA LABEL HARAM
TAPI SUKA DUIT HARAM......😂😂😂"
comment,@ThedayafterTomorrow-lx8rj,Efek pejabat koruptor semua
comment,@GxHv-g2q,"Mungkin Pabrik pembuat nya bukan muslim, bla bla bla bla bla.."
comment,@jasmieejaafar4499,"Di penjara se umur hidup kalau tak hukum mati saja,jgn diam saja"
comment,@NuryatiMutiari,"Pengecekan berkala, waktu pertama lolos, selanjutnya mereka berbohong ditemukan unsur B1"
comment,@TasliaVivo,Berhentilah pemerintah membeli produk luar negeri
comment,@bambangabang4808,Aduuh
comment,@DraAnimasi,Karena uang dia rela berdusta
comment,@Zhamr-v8j,Ngaikal ngasan
comment,@KanSe-c4j,Produk ini masih beredar bebas terutama di alfamart dan indomart lombok
comment,@kidsaninyafamily8738,Badan lembaga harus Tegas jgn Ngomong doang. Pidanakan dong perusahaan itu. Harus Transparan Produk apa saja?. jgn di Sembunyikan Produknya yg lain cek lagi dan insvestigasi produk apa saja.
comment,@Temi-l2u,Napa juga cuma sangsi. Cabut aja izin perusahaan nya udh.. Kalo cuma sangsi dan peringatan. Itu akan terus terjadi. Dan bisa di ikuti yg lainya.
comment,@sietamofficial539,Haikal
comment,@aligufron3880,Kenapa nggak dicek bos ? Lalu apa kerja kalian😅
comment,@rudigolf6438,Tangkap penjarakan seumur hidup siapapun yg terlibat
comment,@HerRu-yt9td,Di suarakan sampai ke pelosok desa
comment,@bukanalitopan7269,"Tolong disebutkan produk apa saja, biar umat muslim waspada"
comment,@faisalbekamalbiruny1737,Biadap yg bermain mengeluarkan sertifikat halal
comment,@taufikmoh5308,Yang berwenang memberi label HALAL lagi tertidur dan lemas karena efisensi
comment,@Anuarlobai69Anuarlobai69,Korupsi tu pasal jadi mcm tu
comment,@masudsukandar1609,Dosa orang yang memakannya tanggung kelak di akhirat dan rasakan azab Allah
comment,@sahabatakhirzaman9055,Sejak sertifikat HALAL di kendalikan Mentri agama Makin amburadul saya lebih percaya MUI
comment,@eldiko9919,Yg seharusnya waspada yg memberi label ijin HALAL
comment,@amahamah4206,tolong untuk umat tutup itu pabrik
comment,@komarudinudin5912,Pejabat tidak berguna percuma di gaji
comment,@ruslipulau-in2fh,Itu yg dulu mengganti label halal yg hilang sampai sekarang tidak nampak
comment,@hobby_garage1767,Bukankah halal Indonesia paling diakui dunia seperti 1 video Aku Nonton katanya halal Indonesia paling diakui Dan Mendonia apa cerita ni.. apa cuma koar2 Saja.. 💦💦💦
comment,@fatniaprawirawati7514,Sering sering dipantau supaya mereka ga mudah menghalalkan yang haram
comment,@siwindasiwinda5058,Produk yg mn pak tolong sebutkn
comment,@bahartko4539,"Ancur ancuran dah,"
comment,@SahrudinDin-h6i,"Jangan cuma penarikan produk yg sudah beredar,tapi ditindak sesuai hukum yg berlaku"
comment,@ChickenFloss-i1p,Indonesia bukan kuat agama x mcm org mlysia
comment,@ManusiaKorong,"Makanan instan olahan pabrik  gak bisa di percaya""? Lebih baik makan ubi singkong kripik opak"
comment,@bangcaset477,Apa yg gak bisa di negara Monaco 😂😂 🇲🇨🇲🇨
comment,@abadiamir323,sebutin apa saja biar jelas
comment,@pepenefendi1513,"Ini gara ""  exs menag yaqut punya stamp halal sendiri....ikut campur urusan ini demi lancar komisi...."
comment,@DirgahayuJinan,Kerja molor doang
comment,@tarmujimuji193,Ya yang tegas dong...bg yg bohong hukum dia..sdh menipu konsumen...
comment,@Targi-u2i,Harus Kena Dipidana sih Masa nggak?
reply,@Targi-u2i,"Emang Logo Halal Tinggal Tempel2 Aja Gitu, Kan Kebenaran Bahannya Juga Harus Benar2 Halal."
comment,@kikychan6587,"Sudah tidak kaget, ketika duit berbicara"
comment,@dedirosyadi52,"Ganti dngn label kata HARAM aja!!
Indonesia itu negara dngn mayoritas muslim, mk sebaiknya labelnya bukan HALAL, tp HARAM untuk memudahkan pengawasan dan palebelan pd sebuah produk.
Beda dngn negara yg mayority non muslim, mungkin label HALAL lbh tepat. Karena yg Haram pasti bnyk dan yg halal pasti sedikit.
Sebaliknya negara dngn mayority muslim, pasti yg halal lbh bnyk drpd yg haramnya."
comment,@AbahUtono,Emang nya petugas mengawasi tiap hari ga mungkin tuh
comment,@juragan_snc,Yg ngeluarkan sertifikat halas harus diperiksa
comment,@VivoAndroid-k9z,"Udah jelas di bawah mui di kudeta sama mulyono lewat menag, itu akibatnya bisa jadi sengaja"
comment,@Tolut81,Maju tak gentar membela yang bayar
comment,@YosiAnanta,Itu lah akibatnya kalau label halal dijadikan untuk cari uang... Jadi gitu... Karena pada umumnya manusia itu rakus uang... Jadi apa pun harus di label halal agar masuk uang lebih banyak.
comment,@ArifTok20,CAXXI
comment,@marieulfah,Harusnya secepatnya mereknya disebutkan supayA rakyat tahu
comment,@ANTEKBELANDA,Logo halal Indonesia
comment,@ismetsetiawan7325,"Itu mendoakan anda tidak becus kerja, seharusnya sblm peredaran ada kerja langsung untuk mengecek barang trsbt. Makanya kerja kerja kerja. Jangan makan gaji buta."
comment,@kimbatea4517,kemana aje bang haikal.adem adem aje udah di istana mah...zona nyaman wk wk wkkk
comment,@hermanjayawokito1264,berarti ada yg jadi penghianat di sertifikat halal😂😂😂
comment,@pebrisuandi4325,Terlalu banyak dosa yaqul tangkap dan adili. Korupsi haji belum selesai sekarang label halal bisa si jual belikan
comment,@kaylaajh8148,"indikasi penipuan produk  wajib penjara,jangan bayar denda saja,karena hal yang disengaja."
reply,@kaylaajh8148,penjara minimal 5 tahun
comment,@penghuluberkarya1181,memberikan serrifikat halal itu mudah..tapi pengawasannya yg susah..hari ini halal ..esok bisa haram.. butuh pengawasan yg ditingkatkan
comment,@ariyahsiti1921,"Kalo udah terlanjur makan itu gimana ya, anak saya sering banget beli kaya gitu 😢"
reply,@kaylaajh8148,"No Problemo,Islam rahmat untuk alam semesta.❤❤❤"
comment,@dubuausy,Yaaut komas dan nganu united yg kasi label
comment,@toroarsy9536,Ingat tanggung jawab dunia akhirat..
comment,@ronitaalifi1918,"Seharusnya BPOM bertindk sebelum beredar. ..kemana aja..jangan di kantor kebanyakan. Cotoh tuh KDM.
Denda yg berat biar kapok.
Kemana perlindungan konsumen."
comment,@irwanto036,Nama produknya apa aja bos
comment,@SatriaRay,Makanya seetifikasi halal itu di perbaharui setiap 6 bulan sekali...2021 2025 baru ketahuan
comment,@yustinyus5334,Makanan haram gx mau tapi uang haram mau ..
comment,@yatnoyto7053,Apa skrg tetap mau percaya dg logo halal??  Artinya hanya sebagai pajak sebagai pendapatan aja saat ini
comment,@54X4.11,Efek jera bagi BPOM dan MUI !! Pecat semua untuk mengembalikan kepercayaan Publik!!
comment,@54X4.11,"Yg di sanksi bukan hanya distributor nya , tp BPOM dan MUI.."
comment,@54X4.11,"Prodak nya Gak salah "" Yg salah, ""Distributor -BPOM- MUI"""
comment,@MSaidy-lk5qd,Ada uang semuanya bs diatur itulah negara Konoha
comment,@DjokoSantoyo,"Kalau  korupsi itu haram apa halal ya, serius ini nanya seloga MUI bisa menjelaskan."
comment,@momonnurmansyah9670,Oposisi sampe mati ketuany hhhhhhh
comment,@mutiarasejati,Ini pastinya pekerjaan pejabat yang mata duitan
comment,@FerdianHaryadi-z5v,Sertipakat halal TDK menjamin halal .krm badan pengawasan d suap
comment,@martadinata2066,Mereka tidak bekerja mereka hanya kasih cap halal lalu mengambil uang
comment,@mo_briliant6576,"Haram berdampak anak susah diatur,melawan,penjudi,mabok,nakal dll"
comment,@rasiyem-cj8kl,"Publis aja merk"" nya biar jelas terang benderang konsumen terlindungi...buat produsen harus bertanggung jawab dunia akherat"
comment,@RusLan-th2hr,"Pemerintah harus bertindak tegas terhadap produsen² yg curang seperti itu. Kalau halal tulis halal, kalau tdk halal tulis tidak halal. ITU BARU FAIR. Kami umat islam tentu senang sekali kalau bisa berlaku fair."
comment,@Kcuk-r2t,LUCU...!
comment,@suryosuryo3928,Sertifikat halal sdh mnjd ajang bisnis. Sp yg brani byr dia akn dpt 😅😅
comment,@resi3407,Haramkan juga  kalo melakukan korupsi supaya indonesia makmur
comment,@PakBanun-q7v,Semoga pemerintah cepat menemukan jalan yang terbaik amin...
comment,@TumTumiran,Dizaman sekarang saya sudah tak heran kelakuan pemerintah
comment,@PakBanun-q7v,"Ya Alloh... Kok bisa, masya' Alloh...."
comment,@OrangGilla55,Tangkap para perusak peruduk non halal
comment,@anggapuja495,Yg bikin logo produk halal hrus bertanggungjawab dunia akhirt
comment,@UtinCantika-d1r,ini penipuan terhadap konsumen masal...selidiki dan tuntut perusahaan tsb....
comment,@mansyur6236,Inilah pentingnya agama harus masuk di segala lini kahidupan...tapi zaman skrang agama nomor 100.
reply,@IbuSolihah-rt1el,Iya  harus  hati  hati   untuk  agama  islam  jg as enak di mulut
reply,@MasriAbroham,​@Iya termasuk sy sendiri  lebih suka makanan  di rumah karna kita td tau dg produk / makanan yg ada di luar  yg mrk pikirkan yg penting enak  di gemari konsumen buSolihah-rt1el
reply,@SasukiMajido,Perkahwinan antara islam dn kerstin HALAL atau tidak HALAL ... ni yg wajib d ambik tahu  oleh masarakat islam indonesia ..jgn ngomong2 aja d mulut ..
reply,@MSofian892,Money number 0ne ❤💫💰💰💰💕‼️
reply,@adnanabdulhalim7425,"Sudah tentu koruptor terlibat disini, jenama certificasi indo tidak boleh dipercayai dan product ini perlu dipastikan tidak masuk ke malaysia."
comment,@suradibara1005,"Tolong sebutkan semua barang dan merek yg tdk halal, niar masyarakat punya langkah pasti"
comment,@MrBeank-t9t,Utk lebih bagusnya logo yg bersertifikat halal  dari majelis ulama Indonesia
comment,@ElySutinar,"untuk petugas yg bekompeten harus bertanggung jawab, jika tidak kerja sama,.. berarti ada penipuan,.. kenapa demikin kok bisa dipermaikan rakyat/umat bersedih krn tak ada lagi yg bisa jadi panutan. Allahuakbar."
comment,@syahidialfarizi10,Wajib proses hukum
comment,@anakcane7939,Kalian akan tangung perbuatan kalain dihadapan allah
comment,@JandaManis-j9x,INAA LILLAAHI Wa INNA ILAIHI ROJI 'UUN....
comment,@jagal6584,Itu ada hakiki gelatin kah? Waduh buat pengusaha pudding kudu hati2 juga ini ya pdhl hakiki kan udah skala gede prodaknya kudu di selidiki semua juga produk hakiki dia ada banyak prodak takut mesinya jadi 1 😢 potek hati ini pdhl aku suka sama pewarna dia tp belom pernah coba gelatinnya
comment,@ErikaNababan-j7e,"Yg kasih label halal sdhmengikuti fatwa Paulus, yg katanya; bukan yg masuk kedlm mulut yg menajiskan orang 😂😂"
comment,@SyaeriAja,Perusahaan nya hrs di tindak tegas
comment,@sitichotimah484,tuntut pihak yg terkait jangan cuma ditarik
comment,@MrDoey-p6n,Ini harus tanggung jawab di akhirat orang yang terlibat dalam pembuatan label halal padahal barangnya haram
reply,@ahmadinejadbkn4197,paling geng asam jawa yg ngumpul di ngaNUsantara
reply,@makhfudibudi2199,"Perusahaan produk makanan yg bahan dasar dari daging sapi, ayam pasti haram krn tak mungkin disembelih dgn syariat islam, contoh ayam ribuan mungkinkah ada kusus yg menyembelih dgn syariat islam....?😮😮😮😮😮"
comment,@MrDoey-p6n,Sikat habis beh jangan sampaikan label halal di jadikan ladang bisnis sehingga produk haram di label halal
comment,@MrDoey-p6n,Lucu babeh Haikal jadi penjilat padahal dulu oposisi setelah di kasih jabatan jadi diam. Ha ha
comment,@novavita8719,Kalau ada unsur penipuan pinadakan aja pak jgn di harap maklumi biar jadi efek jerah buat pengusaha yg lain kalau di biarkan suatu saat akan terulang lagi...
comment,@cetakgol2292,Sebut kan priduk ya pak
comment,@barok351,"Makin rusak lah
Kalau di lain negara contoh di malaysia kilangnya itu pasti ditutup dan di saman,
Dan yang bersangkutan pasti dihukum"
comment,@tamtamandcecil,Ko bisa? BPOM  kerjanya ngapain aja?
comment,@msanikwidyajayanti2043,"Tolong juga itu minyak ""BIMOLI "" beda ma dlu bila di pkai di tenggorokan sakit pasti ada campuran nya"
comment,@mohamedimam7770,Lah yang kasih label HALAL siaapa???
comment,@bayualrizky4628,"Gila...
Ter ulang lagi... 
Kok bisa ???"
comment,@bapaqghaaziy6780,Kok bisa beredar lama dulu? Sanksi gt doang?  Konsumen yg dirugikan dapat apa?
comment,@BANG_PARD,Itu akibat logo halal nya di buat mudah biar bisa di tiru.. celaka lah bagi orang yg bersekutu dalam kedzoliman aamiin..
comment,@biandhikarizkyessa6951,"masyarakat berperan aktif, pemerintahnya pasif mau jdi apa..😢😢"
comment,@KilatKuning-yj7rw,"Dari dulu juga ga pa"",, sekarang aja banyak orang pintar, malah bikin runyam"
comment,@ummurudi95,kok bisa bersertifikat halal padahal sudah halal kemana aja MUI sampai nggak tau
comment,@lpknneman6251,Klo mui hya pasang label tanpa kontrol ketat ya hya Dolanan stempel
comment,@UweMiskanto-nu3lz,Aku  mah sudah tidak aneh! Ini teh Indonesia.. aparat yang mana sih yang tidak suka duit..
comment,@SRI_BADUGA,"PBNU MEMANG GAK BECUS,URUS NAZAB JGA GK BECUS"
comment,@masrizalms9581,"Jangan kasih kelonggaran ...langsung pemerintah segel pabriknya.

udah babe haikal temuan itu ngak usah disembunyikan..."
comment,@bangyosyos8287,Haikal sama aja kaya omonganya... Ga jujur
comment,@prapthahalim9828,Itulah Indonesia 😊😊😊😊
comment,@asmanailasafa7644,Ini salah satu contoh ulama Haikal yg selalu menjilat pemerintah dan menjilat ludahnya sendiri sampe akhirnya di kasih jabatan.
comment,@RanggaMuayad,"Harus di tuntut, kepengadilan, klo tidak tanggung akibatnya, dan dosanya,, ya namanya orang tidak tau, itu makanan haram apa halal,!"
comment,@syukrimaulana623,lah gimna kalau sudah dikonsumsi?
comment,@_bind,Umat muslim indo terancam negara gagal melindungi umat beragama.
comment,@Besarnurkomay,Sertifikat halal jadi korupsi bancakan mereka yg kuasa ijin....anda tau siapa mereka??? Tanpa penelitian mereka mengeluarkan ijin...yg pnting ada cuanya 😭😭😭
comment,@Misnaji-b5e,"Harus di proses hukum, sama dengan menipu konsumen."
comment,@ikhsan_jihan6169,Beras Minyak aja dioplos apalagi yg ginian
comment,@pharsageming9437,jg bilang masarakat yg harus berhati2 dalam memilih makanan.tapa seharusnya pemerintahlah yg harus berhati2 mengeluarkan sertifikat halal.
comment,@budijaya7762,Disamping ditarik dari edaran sebaiknya didenda sebesar besarnya. Yg bersertifikat halal tapi haram maka oknum harus di pecat dan didenda 1 m.
comment,@ammikgondron9512,"Sertifikat Halal yang diterbitkan Tahun tahun kemarin Hanya Proyek dikementrian agama, Oleh banyak Oknum penyuluh agama seluruh indonesia. Maaf ini realita.. 1 sertifikat akan mendapat dana sekian dan sekian, Hingga banyak oknum yg hanya mengejar Itu"
comment,@Putrablambangan-o2c,"Ini menteri yg dulu ktanya mimpi bertemu nabi muhammad ,ga tau nya oong,,😂😂😂 ngakak"
comment,@capucinocincau595,BPOM.gk.ada guna
comment,@atiekatiek5098,"Sebutkan produknya , jgn cm hati hati hati hati"
comment,@eulisrismayanti3407,Gak aneh...Konoha!!!
comment,@jawa_idiot,Halah biar keliatan kerja aja si hasan
comment,@hayaniwati8470,Segel saja tutup perusahaan ini
comment,@gatots1826,Sangsi kok menarik produk doang. Mikirrt
comment,@Bahrun-r7o,Terima ksh penjelasannya. Semoga umat Islam terhindar dari barang atau makanan haram.
reply,@MusiatiAti-se4hq,Terimakasih pak
reply,@IdaSiregar-s3k,Aamiin yaa rabbal'alamiin
comment,@ahlaqul5511,"Sangsinya kurang tegas dan kurang berat,sangsi Pidana atau perdata"
comment,@irmikaryatin7332,"❤ Ini penyesatan 
MUI harus bertanggungjawab"
comment,@abdulaziz0444,Harus nya bukan produk yg halal yg harus di cap. Tpi produk yg haram yg di labeli haram
comment,@andreaputra230,"Masyaallah,, Babe Haikal❤❤❤"
reply,@Rosehtls,Ini babe heikal yg fitnah Arab Saudi dan mnyebut Saudi yahudi arabia? Sdh di blackless ya dr Saudi?
comment,@hoiriyahhoiriyah5229,Ada baik nya jga lah p Jaikal ada d pemerintahan
comment,@PipinPopon-q2u,Hukum dong orang yang punya pabriknya
comment,@NailaaIbo,Eh ada habéh haikal yg dulu jadi jubir ibhrs
comment,@sahabatceria5381,Kalau makan uang korupsi apa ga haram drun???
comment,@nikohanafi5927,SEMUA INI ULAH MUI ULAH MENAG PREMAN
comment,@RAA34264,Parah😢
comment,@roziqkluctfijaya3544,Sertipikat halal kami rakyat minta kembali ke MUI
comment,@ArifinGonjales,"Mereka TAKUT menyebutkan PRODUK apasaja,  itu semua karena DUIT."
comment,@AdiSukma-p5k,Bener sekali pk berantas saja kalau tid takut nanti makin banyak
comment,@Mardiah-jx1ky,Buatlah yg mn tu yg haram
comment,@ninjasugoi1548,Itulah kalau sertifikasi dari kemenag
comment,@furqonfurqon4854,Saya Lbh percaya dgn logo kehalalan   di keluarkan oleh MUI..dari pada logo sekarang...yg gak bisa di pertanggung jwb dasar kehalalan dari multi agama..Depaq
comment,@Syahdan100_KELUARGA_hero,Bapak kau berperan aktif kalian di gaji manusia laknat
comment,@GondrongMm,Kasih lebel  haram
comment,@ranggausada1426,Berharap pada kejujuran saja tdk ckup babe. Pengeluar sertfikat halal wajib mengawasi. Berkala. Sbg bentuk tanggung jawab moral kpd umat.
comment,@agungpriyono9508,Klo di tulis haram takut pengusaha gak laku so indonesia mayoritas muslim.
comment,@Kolamtanah-t9o,"Semua karena mulyono, semenjak sertifikasi halal di ambil alih oleh kementrian agama yang di pimpin oleh si yaqut yang kabur gk pulang karena MALING uang jamaah haji"
comment,@ayaazizah3297,"Sudah brp lama tuh, 
Ibarat org makan sudah kenyang kali, jadi muntah,..jangan"" gitu"
comment,@jnecitrafiorenza1481,"ya bisalah, karna semua produk di kita dituntut berlabel halal, kok. Padahal di negara yg penduduknya mayoritas muslim, yg lebih urgent itu justru label haram. Kalo mayoritas non muslim, misalnya di Jepang, barulah label halal itu sangat urgent bagi seorang muslim."
comment,@AchmadSopyan-f1u,"dibilang Indonesia Gelap gak mau..
ngurusin soal makanan aja makin kusut"
comment,@KokomKomariyah-v6n,"Ya di atas lebih faham dari pada rakyat ,,,ya usut sampe ke akar"
comment,@Kurniawan-psis,"Kan ora disurvey pas gawe sertifikat kae ,gur fotone tok"
comment,@Sutrisni-k5n,Makanan anak anak  Masrmelow
comment,@legiman9851,Apa saja tlng jelaskan
comment,@nurcholifah3503,"Haikal jadi apa tuuu...
Kayanya orang aneh itu jadi pejabat deeh.."
comment,@didiwandidi4464,indonesia yang penting duitttt
comment,@lieskoer,"Ketauan deh gk di cek dulu makanan nya, langsung kasih label aja 😂😂😂😂"
comment,@MumtazzahChannel,"Bukan lagi hampir pak,, sudah penipuan keras ini, 😢"
comment,@abimanyukhan5750,Kok bisa....???....MUI HARUS TURUN TANGAN.....
comment,@zakirpratama7364,Wah ya. Gimana mentri agama. Kerja gak ini.
comment,@azzabika1036,"Gimana sih BPOM bisa kerja gak sih ngasih label hala ? Kalau gk bisa kerja mundur aja, biar yg kopeten aja yg kerja"
comment,@MohamadjoniJaenudin,"Itu pabriknya d mana jelasin dong klo mau edukasi maayarat tu yg jelas,,jd tau pabriknya d mna dan siapa pemilik perusahan itu ungkapin biar jelas,"
comment,@aryannortb,KAlo jujur dagangannya ga laku
comment,@Aminudin-dz4wi,Kalau dapat produk itu dari BPOM dong. Ko bisa lolos??? Tanya sama karyawan bpomnya kerja lu gimana sampai lolos. Jangan jangan sperti hakim.!!!!
comment,@esbyeriyanti4146,penjarakan pihak yg memproduksi produk HALAL tapi HARAM tersebut
comment,@adikaryadi9003,"Selidiki, siapa yg meloloskan jd halal itu bisa di penjara."
comment,@draculagaming8982,MUI MUI 😂😂😂
comment,@iyan8482,Di sebutkan lah produk apa saja !!!!
comment,@bwang_wang,Gak heran kok kalau terjadi di indonesia🤣dari dulu sudah kayak gini🤑
comment,@harummanis1067,Emang tidak ada uji lab sebelum lolos sertifikasi dan cukup ngomong semua bshan  halal tanpa cek
comment,@harummanis1067,Sebelum memferifikasi label halal ngapain?
comment,@JuwantoJuwanto-zk9ho,Memperindak
comment,@XMan-f4r,Bagian sertifikasi halal itu .... orang orang haram ber kedok halal barangkali....!!!!
comment,@FadliRasyid-hg1di,"Hanya sangsi mestinya pemerintah mencabut izinnya, mereka tau Indonesia masyarakatnya islam,."
comment,@ArfanRizka,"Tahunan jualan kan di periksanya cyma pas pertama doang,, giliran udah lulus halal baru di oplos😂"
comment,@Ibukembang,Mohon dicantumkan nama produknya.... Supaya tau
comment,@suminahpwt4821,Sing priksa sapa
comment,@jalurgaza6553,"OOOH TERNYATA INI TO TUJUANYA....YG KEMARIN NGOTOT"" PRODUK HALAL DI AMBIL DARI MUI..."
comment,@err13z,"Di negeri Konoha semua bisa terjadi,, selama ada uang"
comment,@fuadiansyach5255,Ya klo pemimpinnya masih bauh molyono smua di halalkan kerena zolimin
comment,@semogabarokah3229,"Urusan halal itu urusan orang islam, jadi produk halal jangan diberikan pada pengusaha non muslim."
comment,@idcellular5185,Indonesia tidak akan lama lagi akan kiamat kalo aparatur pemerintahan & sistem pemerintahan nya dibiarkan seperti ini terus-menerus...
comment,@4195m,"Interogasi penjualnya , tapi jngn di tahan jika mereka tidak tau , tapi pabriknya yng wajib di kenakan sanksi berat , denda dan penutupan pabrik , ingin tau siapa pemilik pabrik , lancang banget tinggal di negara mayoritas tapi punya nyali berseryifikat halal , padahal haram , takut gak laku ya , sampai segitunya , dan itulah pentingnya setiap beli produk apapun , meskipun judulnya rasa ayam , sapi dan kambing , tapi tetap periksa dan baca dngn teliti ingredients  nya , muslim di LN pun wajib baca teliti ingredients nya , kecuali judulnya memang ada pork nya , gak perlu cek ingredients sudah ada judul segede gaban"
comment,@azzamhafidz8666,"Ko bisa lolos begitu,,, ini petinggi bagaimana si kerjanya"
comment,@STAYPOLID,KOCAKK BANGET INDONESIA INI
comment,@gvrwang9287,Gmg halal tp pakai bahasainggris 😂 mui lbh ketat ?😂 blm tahu kekuatan amplop😂
comment,@budiyono6218,Siapa lagi yg dapat di percaya di negara ini..
comment,@budiyono6218,Siapa lagi yg dapat di percaya di negara ini..
comment,@budiyono6218,Siapa lagi yg dapat di percaya di negara ini..
comment,@MataSolder-j8r,"Kerja kalian apa? Sidak lapangan !!! Mana maen, Ongkang ongkang lah."
comment,@erikherdiansyah9881,"Jelas siapa yg salah kalo hanya menghimbau semua orang juga bisa, kalo yg ngelakuin rakyat jelata gercep masuk penjara"
comment,@saenalp9301,"Semenjak Logo ""HALAL"" di ubah saya Sudah curiga akan banyak nyeleweng"
comment,@robinsuro4669,"Kok bisa,,!!ya bisa krn ada uang sertifikat di terbitkan,,,"
comment,@Generasi_Abat_Kelima,"Halal Versi si Yaqut ,yg kasus dana hajinya sampai saat ini ngak ada penjelalsan"
comment,@ntiPeA,"Ya itukan akibat statemen semua produk diwajibkan bersertifikasi halal, jd sdh sesuai😅"
comment,@YunizarHamdan,"Lebih Tegas dan Jelas nama nama Produk dan PT yg memproduksinya. 
Dan Tidak Lanjutnya. ( Kasus Penipuan) Masyarakat Sudah terlalu Muak dgn Penipuan."
comment,@ervanm91,penjilat diberi kekuasaan ya seperti itu lah hasilnya
comment,@SirodSitod,Bknkh Hakimnya jg udah bisa di beli
comment,@ustadmashudi5982,MUI Nya kemana 😂😂😂
comment,@mejakursibelajarsekolah,Yang valid itu halal versi MUI aman..
comment,@KAMZ-YT-q4r,Apa nama produknya
comment,@harissusanto3258,"Tenang itu udah ada lebel ""HALAL"" Kok,masalah haramnya udh ada yg nanggung.. 😂"
comment,@jalmisolehah,Kuduna di sebutkeun naon wae
comment,@hendripangaribuan3855,"Jangan kasih ampun,..Tarik produknya dari pasaran,. Tutup pabriknya,.. Begitu aja kok repot kata alm bapak gusdur,."
comment,@maulanaqadhafi7729,The right man on the right job. Kembalikan serrufikasi ke MUI
comment,@maen9074,Undang undangnya tdk tegas kok hanya diberi sanksi kerana hukum dong   ini kan sdh yg namanya penipuan yg bs berdampak berat dg masalah dosa plus dampak kesehatan jg bgi pemakan produknya....pemerintah harus tegaslah jng cuma sanksi peringatan saja
comment,@kiranakamila952,Kembalikan lisensi produk HALAL ke MUI dan bagi produsen... Barangnya jangan hanya Di Tarik Tapi juga Di Tutup...
comment,@anakemas9415,"Masalah nya yg terjadi adalah
Saya ga percaya dengan dia. Yg dulu teriak-teriak ehh tiba-tiba berbalik mendukung N mau JD bawahan nya😂😂 sulitt sulitt siapa sihh yg ga gelap klw ud jabatan,duit & wanita godaan nya"
comment,@dikiheriawan3902,Nama produknya apa maliii
comment,@venikusmayanti707,"Manusia2 serakah yg menghalalkan sgl cara semakin marak d negeri ini, hampir setiap hari ada aja berita baru yg bikin geleng2 kepala😢...berita yg 1 lom jls eh muncul lg berita baru yg ga kalah heboh, setiap berita baru jd spt menutupi berita yg lain'a...Astagfirullah, bnr2 miris🫣"
comment,@MuhamadAmir-c5f,Itulah produk mantan menteri agama jaman Jokowi..Yakul..tangkap Yakul..itulah misi yakul.memindakan label halal.dari MUI ke.kementerian agama.
comment,@abudzakkir3021,"Kan semua bisa dibeli dengan uang, aparatnya nggak takut dengan dosa, yang penting dapat uang"
comment,@haeriantoanto1232,Apa kabar mantan menteri agama pak Yaqut😅😂
comment,@chaneltambahwawasan4945,"Pejabat gak becus, aplgi pejbt islam"
comment,@salominahindom3755,Inilah hasil dua periode Mulyono berkuasa dan menteri Agama Yaqut
comment,@puryantopuryanto1982,"Darurat orang jujur.... 
Miris...."
comment,@deliriyanto,MUI harus tanggung jawab tuh
comment,@FrediPbg,Asal ada duit label halal bisa di beli
comment,@arieswarjono3371,Di segel lalu di tutup itu perusahaan nya .tidak dan kry nya di beri kompensasi .selama 3 bln .
comment,@annajoss7813,formalin mnimbul kn penykit mematikn sejuta umat
comment,@annajoss7813,😂😂😂😂😂😂😂😂😂
